title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 6.7 - 113 km sw of padang, indonesia",6.7,2005-10-04 10:29:00,5,6,unknown,0,717,us,656,0.0,21.2,mwc,19.0,-1.644,99.607,"padang, indonesia",indonesia
"m 8.6 - 78 km wsw of singkil, indonesia",8.6,2005-03-28 16:09:00,0,8,unknown,0,1138,official,510,0.0,22.1,mww,30.0,2.085,97.108,"singkil, indonesia",indonesia
"m 6.6 - 28 km nnw of maebaru-ch??, japan",6.6,2005-03-20 01:53:00,8,7,unknown,0,805,us,401,0.0,22.9,mwc,10.0,33.807,130.131,"maebaru-ch??, japan",japan
m 7.1 - banda sea,7.1,2005-02-03 10:42:00,0,5,unknown,0,776,us,569,0.0,18.1,mwb,201.7,-6.527,129.933,banda sea,indonesia
"m 6.8 - 99 km wnw of sinabang, indonesia",6.8,2005-02-26 12:56:00,0,6,unknown,0,711,us,444,0.0,33.8,mwb,36.0,2.908,95.592,"sinabang, indonesia",indonesia
"m 6.5 - 81 km ssw of katabu, indonesia",6.5,2005-02-19 00:04:00,0,7,unknown,0,650,us,371,0.0,31.8,mwb,10.0,-5.562,122.129,"katabu, indonesia",indonesia
"m 6.5 - pulau-pulau talaud, indonesia",6.5,2005-02-15 14:42:00,3,5,unknown,0,652,us,286,0.0,47.3,mwc,39.7,4.756,126.421,"pulau-pulau talaud, indonesia",indonesia
"m 6.7 - 52 km sw of sola, vanuatu",6.7,2005-08-02 14:48:00,0,4,unknown,0,691,us,457,0.0,30.2,mwb,206.3,-14.252,167.259,"sola, vanuatu",vanuatu
"m 7.1 - 138 km sw of palimbang, philippines",7.1,2005-05-02 12:23:00,7,3,unknown,0,782,us,640,0.0,26.4,mwc,525.0,5.293,123.337,"palimbang, philippines",unknown
"m 6.6 - 161 km se of katsuura, japan",6.6,2005-01-19 06:11:00,6,4,unknown,0,676,us,225,0.0,78.5,mwc,27.8,34.064,141.491,"katsuura, japan",unknown
"m 6.6 - nicobar islands, india region",6.6,2004-12-26 09:20:00,0,5,unknown,0,670,us,353,0.0,31.9,mwc,16.1,8.879,92.375,"nicobar islands, india region",unknown
"m 7.2 - 284 km wnw of sabang, indonesia",7.2,2004-12-26 04:21:00,5,6,unknown,0,802,us,385,0.0,27.9,mwc,39.2,6.91,92.958,"sabang, indonesia",unknown
m 9.1 - 2004 sumatra - andaman islands earthquake,9.1,2004-12-26 00:58:00,0,8,unknown,0,1274,official,601,0.0,22.0,mw,30.0,3.295,95.982,2004 sumatra - andaman islands earthquake,indonesia
m 8.1 - north of macquarie island,8.1,2004-12-23 14:59:00,0,5,unknown,0,1009,us,331,0.0,59.3,mwc,10.0,-49.312,161.345,macquarie island,unknown
"m 6.8 - 36 km s of george town, cayman islands",6.8,2004-12-14 23:20:00,5,6,unknown,0,858,us,639,0.0,21.8,mwb,10.0,18.958,-81.409,"george town, cayman islands",unknown
"m 6.8 - 54 km ssw of nemuro, japan",6.8,2004-06-12 14:15:00,4,7,unknown,0,724,us,759,0.0,23.6,mwb,35.0,42.9,145.228,"nemuro, japan",japan
"m 7.0 - 51 km sw of nemuro, japan",7.0,2004-11-28 18:32:00,4,7,unknown,0,771,us,929,0.0,23.9,mwb,39.0,43.006,145.119,"nemuro, japan",japan
"m 7.1 - 29 km ssw of nabire, indonesia",7.1,2004-11-26 02:25:00,0,7,unknown,0,776,us,439,0.0,28.8,mwc,10.0,-3.609,135.404,"nabire, indonesia",indonesia
"m 7.1 - 255 km w of riverton, new zealand",7.1,2004-11-22 20:26:00,5,5,unknown,0,782,us,585,0.0,14.7,mwc,10.0,-46.676,164.721,"riverton, new zealand",unknown
"m 7.2 - 32 km ssw of pizarro, colombia",7.2,2004-11-15 09:06:00,8,8,unknown,0,820,us,708,0.0,50.2,mwb,15.0,4.695,-77.508,"pizarro, colombia",colombia
"m 7.5 - 63 km nw of maubara, timor leste",7.5,2004-11-11 21:26:00,5,7,unknown,0,870,us,301,0.0,33.8,mwc,10.0,-8.152,124.868,"maubara, timor leste",indonesia
"m 6.7 - 80 km sse of kirakira, solomon islands",6.7,2004-11-11 17:34:00,0,6,unknown,0,691,us,233,0.0,21.5,mwb,10.0,-11.128,162.208,"kirakira, solomon islands",unknown
"m 6.7 - 189 km sw of port mcneill, canada",6.7,2004-02-11 10:02:00,7,4,unknown,0,703,us,459,0.0,37.3,mwb,10.0,49.277,-128.772,"port mcneill, canada",unknown
"m 6.6 - 8 km ssw of ojiya, japan",6.6,2004-10-23 08:56:00,0,8,unknown,0,670,us,782,0.0,37.0,mwc,16.0,37.226,138.779,"ojiya, japan",japan
"m 6.7 - 31 km wnw of yonakuni, japan",6.7,2004-10-15 04:08:00,5,6,unknown,0,705,us,698,0.0,24.7,mwb,94.0,24.53,122.694,"yonakuni, japan",unknown
"m 7.0 - 43 km ssw of masachapa, nicaragua",7.0,2004-09-10 21:26:00,0,6,unknown,0,754,us,441,0.0,32.2,mwc,35.0,11.422,-86.665,"masachapa, nicaragua",unknown
"m 6.5 - 9 km w of talisay, philippines",6.5,2004-08-10 14:36:00,5,5,unknown,0,665,us,526,0.0,18.3,mwb,105.0,13.925,120.534,"talisay, philippines",philippines
"m 6.8 - 60 km sse of kirakira, solomon islands",6.8,2004-08-10 08:27:00,0,6,unknown,0,711,us,545,0.0,15.7,mwb,36.0,-10.951,162.161,"kirakira, solomon islands",solomon islands
"m 6.6 - 129 km ese of shing?, japan",6.6,2004-06-09 23:29:00,0,4,unknown,0,670,us,478,0.0,29.8,mwc,10.0,33.205,137.227,"shing?, japan",unknown
"m 7.4 - 118 km ese of shing?, japan",7.4,2004-05-09 14:57:00,0,5,unknown,0,842,us,594,0.0,27.5,mwb,10.0,33.184,137.071,"shing?, japan",unknown
"m 7.2 - 94 km se of shing?, japan",7.2,2004-05-09 10:07:00,0,5,unknown,0,798,us,643,0.0,28.4,mwc,14.0,33.07,136.618,"shing?, japan",unknown
"m 6.5 - 67 km ese of teno, chile",6.5,2004-08-28 13:41:00,0,7,unknown,0,650,us,349,0.0,30.1,mwb,5.0,-35.173,-70.525,"teno, chile",chile
"m 6.5 - 117 km wnw of manokwari, indonesia",6.5,2004-07-28 03:56:00,0,7,unknown,0,650,us,305,0.0,39.0,mwc,13.4,-0.443,133.091,"manokwari, indonesia",indonesia
"m 6.9 - 24 km ene of atlasovo, russia",6.9,2004-10-06 15:19:00,0,5,unknown,0,732,us,798,0.0,31.2,mwb,188.6,55.682,160.003,"atlasovo, russia",russia
"m 6.6 - 11 km n of cañete, chile",6.6,2004-03-05 04:36:00,0,7,unknown,0,670,us,282,0.0,46.9,mwb,21.0,-37.695,-73.406,"cañete, chile",chile
"m 6.7 - 105 km wnw of naisano dua, indonesia",6.7,2004-04-23 01:50:00,0,5,unknown,0,691,us,386,0.0,27.6,mwb,65.8,-9.362,122.839,"naisano dua, indonesia",indonesia
"m 6.5 - 86 km nnw of sola, vanuatu",6.5,2004-09-04 15:23:00,0,4,unknown,0,650,us,424,0.0,29.9,mwb,228.4,-13.174,167.198,"sola, vanuatu",vanuatu
m 6.6 - afghanistan-tajikistan-pakistan region,6.6,2004-05-04 21:24:00,0,4,unknown,0,670,us,728,0.0,18.3,mwb,187.1,36.512,71.029,afghanistan-tajikistan-pakistan region,afghanistan
"m 6.7 - 38 km ssw of nabire, indonesia",6.7,2004-08-02 08:58:00,0,7,unknown,0,691,us,256,0.0,33.3,mwc,25.7,-3.665,135.339,"nabire, indonesia",indonesia
"m 7.3 - near the south coast of papua, indonesia",7.3,2004-07-02 02:42:00,0,7,unknown,0,820,us,390,0.0,23.0,mwb,10.0,-4.003,135.023,"papua, indonesia",indonesia
"m 7.0 - 28 km s of nabire, indonesia",7.0,2004-05-02 21:05:00,0,7,unknown,0,754,us,367,0.0,33.0,mwc,16.6,-3.615,135.538,"nabire, indonesia",indonesia
"m 6.7 - 107 km nw of ambon, indonesia",6.7,2004-01-28 22:15:00,0,6,unknown,0,691,us,243,0.0,42.5,mwb,17.4,-3.12,127.4,"ambon, indonesia",indonesia
"m 7.3 - 201 km ese of tadine, new caledonia",7.3,2003-12-27 16:00:00,0,4,unknown,0,820,us,235,0.0,46.6,mwc,10.0,-22.015,169.766,"tadine, new caledonia",unknown
"m 6.6 - 13 km ssw of bam, iran",6.6,2003-12-26 01:56:00,0,9,unknown,0,670,us,552,0.0,44.8,mwc,10.0,28.995,58.311,"bam, iran",iran
"m 6.5 - 3 km sse of progreso, panama",6.5,2003-12-25 07:11:00,0,6,unknown,0,650,us,405,0.0,48.4,mwb,33.0,8.416,-82.824,"progreso, panama",panama
"m 6.5 - 10 km ne of san simeon, california",6.5,2003-12-22 19:15:00,7,9,unknown,0,1390,nc,65,0.04685,71.0,mw,8.382,35.7005,-121.101,"san simeon, california",united states of america
"m 6.8 - 92 km e of yujing, taiwan",6.8,2003-10-12 04:38:00,0,7,unknown,0,711,us,447,0.0,27.7,mwb,10.0,23.039,121.362,"yujing, taiwan",taiwan
"m 6.6 - 82 km e of kimbe, papua new guinea",6.6,2003-11-25 20:19:00,0,6,unknown,0,670,us,384,0.0,25.1,mwb,35.0,-5.581,150.88,"kimbe, papua new guinea",papua new guinea
"m 6.5 - 4 km nw of can-avid, philippines",6.5,2003-11-18 17:14:00,0,6,unknown,0,650,us,487,0.0,45.9,mwb,35.0,12.025,125.416,"can-avid, philippines",philippines
"m 6.6 - 51 km nw of isangel, vanuatu",6.6,2003-06-11 10:38:00,0,5,unknown,0,670,us,475,0.0,26.2,mwb,113.7,-19.262,168.892,"isangel, vanuatu",unknown
"m 7.0 - 133 km ese of ishinomaki, japan",7.0,2003-10-31 01:06:00,0,5,unknown,0,754,us,568,0.0,61.2,mwb,10.0,37.812,142.619,"ishinomaki, japan",unknown
"m 6.7 - 39 km sse of kushiro, japan",6.7,2003-08-10 09:06:00,0,6,unknown,0,691,us,556,0.0,55.4,mwc,32.0,42.648,144.57,"kushiro, japan",unknown
"m 6.7 - 9 km s of aktash, russia",6.7,2003-01-10 01:03:00,0,7,unknown,0,691,us,643,0.0,24.5,mwb,10.0,50.211,87.721,"aktash, russia",russia
"m 6.5 - 58 km s of kushiro, japan",6.5,2003-09-29 02:36:00,0,5,unknown,0,650,us,586,0.0,71.3,mwc,25.0,42.45,144.38,"kushiro, japan",unknown
"m 7.3 - 29 km s of aktash, russia",7.3,2003-09-27 11:33:00,0,7,unknown,0,820,us,667,0.0,24.5,mwb,16.0,50.038,87.813,"aktash, russia",russia
"m 7.4 - 119 km ese of shizunai-furukawach?, japan",7.4,2003-09-25 21:08:00,0,7,unknown,0,842,us,514,0.0,78.8,mwc,33.0,41.774,143.593,"shizunai-furukawach?, japan",unknown
"m 8.2 - 134 km ssw of kushiro, japan",8.16,2003-09-25 19:50:00,0,9,unknown,0,1024,official,0,0.0,0.0,mww,27.0,41.815,143.91,"kushiro, japan",unknown
"m 6.6 - 16 km se of taungdwingyi, myanmar",6.6,2003-09-21 18:16:00,0,7,unknown,0,670,us,518,0.0,24.7,mwb,10.0,19.917,95.672,"taungdwingyi, myanmar",myanmar
"m 7.2 - 56 km nw of te anau, new zealand",7.2,2003-08-21 12:12:00,0,7,unknown,0,798,us,428,0.0,17.5,mwc,28.0,-45.104,167.144,"te anau, new zealand",new zealand
m 7.6 - scotia sea,7.6,2003-04-08 04:37:00,0,6,unknown,0,889,us,315,0.0,25.2,mwc,10.0,-60.532,-43.411,scotia sea,united kingdom of great britain and northern ireland (the)
"m 6.5 - 41 km n of rabaul, papua new guinea",6.5,2003-07-15 18:46:00,0,6,unknown,0,650,us,156,0.0,31.4,mwb,33.0,-3.828,152.174,"rabaul, papua new guinea",papua new guinea
"m 6.8 - 42 km w of ovalle, chile",6.8,2003-06-20 13:30:00,0,7,unknown,0,711,us,398,0.0,39.1,mwc,33.0,-30.608,-71.637,"ovalle, chile",chile
"m 6.9 - 25 km ese of atlasovo, russia",6.9,2003-06-16 22:08:00,0,5,unknown,0,732,us,733,0.0,26.7,mwb,174.8,55.492,159.999,"atlasovo, russia",russia
"m 6.6 - 87 km sse of kokopo, papua new guinea",6.6,2003-07-06 00:32:00,0,6,unknown,0,670,us,419,0.0,27.8,mwc,33.0,-5.095,152.502,"kokopo, papua new guinea",papua new guinea
"m 7.0 - 116 km ne of tobelo, indonesia",7.0,2003-05-26 19:23:00,0,6,unknown,0,754,us,473,0.0,30.3,mwc,31.0,2.354,128.855,"tobelo, indonesia",indonesia
"m 7.0 - 27 km ssw of ?funato, japan",7.0,2003-05-26 09:24:00,0,7,unknown,0,754,us,690,0.0,19.1,mwb,68.0,38.849,141.568,"?funato, japan",japan
"m 6.8 - 25 km wnw of dellys, algeria",6.8,2003-05-21 18:44:00,0,9,unknown,0,711,us,534,0.0,19.4,mwc,12.0,36.964,3.634,"dellys, algeria",algeria
"m 6.5 - 46 km ne of ruteng, indonesia",6.5,2003-03-25 02:53:00,0,7,unknown,0,650,us,247,0.0,28.7,mwc,33.0,-8.294,120.743,"ruteng, indonesia",indonesia
"m 6.8 - 114 km ese of kokopo, papua new guinea",6.8,2003-11-03 07:27:00,0,7,unknown,0,711,us,431,0.0,38.4,mwc,40.2,-4.694,153.238,"kokopo, papua new guinea",papua new guinea
"m 7.6 - 16 km ssw of cuyutlán, mexico",7.6,2003-01-22 02:06:00,0,7,unknown,0,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.104,"cuyutlán, mexico",mexico
"m 6.5 - 33 km s of puerto san josé, guatemala",6.5,2003-01-21 02:46:00,0,6,unknown,0,650,us,316,0.0,0.0,mwc,24.0,13.626,-90.774,"puerto san josé, guatemala",unknown
"m 7.3 - 126 km w of kirakira, solomon islands",7.3,2003-01-20 08:43:00,0,6,unknown,0,820,us,457,0.0,0.0,mwc,33.0,-10.491,160.77,"kirakira, solomon islands",unknown
"m 6.7 - 191 km se of kokopo, papua new guinea",6.7,2003-10-01 13:11:00,0,5,unknown,0,691,us,323,0.0,0.0,mwb,71.9,-5.311,153.701,"kokopo, papua new guinea",unknown
"m 6.7 - new ireland region, papua new guinea",6.7,2002-12-12 08:30:00,0,6,unknown,0,691,us,453,0.0,0.0,mwb,34.0,-4.786,153.275,"new ireland region, papua new guinea",papua new guinea
"m 7.9 - 75 km e of cantwell, alaska",7.9,2002-03-11 22:12:00,8,9,unknown,0,1750,ak,0,0.0,0.0,mw,4.2,63.5141,-147.453,"cantwell, alaska",united states of america
"m 7.4 - 50 km nw of sinabang, indonesia",7.4,2002-02-11 01:26:00,0,7,unknown,0,842,us,418,0.0,0.0,mwb,30.0,2.824,96.085,"sinabang, indonesia",indonesia
"m 6.6 - 53 km ene of cantwell, alaska",6.6,2002-10-23 11:27:00,0,7,unknown,0,670,ak,0,0.0,0.0,mw,4.2,63.5144,-147.912,"cantwell, alaska",united states of america
"m 6.7 - 72 km s of manokwari, indonesia",6.7,2002-10-10 12:28:00,0,7,unknown,0,691,us,250,0.0,0.0,ms,10.0,-1.511,133.973,"manokwari, indonesia",indonesia
"m 7.6 - 102 km sse of manokwari, indonesia",7.6,2002-10-10 10:50:00,0,7,unknown,0,889,us,375,0.0,0.0,mwc,10.0,-1.757,134.297,"manokwari, indonesia",indonesia
"m 6.5 - 152 km nne of bamboo flat, india",6.5,2002-09-13 22:28:00,0,6,unknown,0,650,us,646,0.0,0.0,mwc,21.0,13.036,93.068,"bamboo flat, india",india
"m 7.6 - 68 km ese of aitape, papua new guinea",7.6,2002-08-09 18:44:00,0,7,unknown,0,889,us,428,0.0,0.0,mwc,13.0,-3.302,142.945,"aitape, papua new guinea",papua new guinea
"m 6.5 - 114 km sse of san jose village, northern mariana islands",6.5,2002-08-14 13:57:00,0,4,unknown,0,650,us,260,0.0,0.0,mwc,30.0,14.101,146.199,"san jose village, northern mariana islands",unknown
"m 6.5 - 14 km se of punta de burica, panama",6.5,2002-07-31 00:16:00,0,7,unknown,0,650,us,533,0.0,0.0,mwc,10.0,7.929,-82.793,"punta de burica, panama",panama
"m 6.5 - 59 km ssw of abhar, iran",6.5,2002-06-22 02:58:00,0,8,unknown,0,650,us,555,0.0,0.0,mwc,10.0,35.626,49.047,"abhar, iran",iran
"m 6.6 - 20 km sw of monte patria, chile",6.6,2002-06-18 13:56:00,0,7,unknown,0,670,us,420,0.0,0.0,mwb,54.0,-30.805,-71.124,"monte patria, chile",chile
"m 6.7 - 190 km nw of sola, vanuatu",6.7,2002-06-17 21:26:00,0,5,unknown,0,691,us,272,0.0,0.0,mwc,33.0,-12.592,166.383,"sola, vanuatu",unknown
"m 7.1 - 20 km ssw of merizo village, guam",7.1,2002-04-26 16:06:00,0,7,unknown,0,776,us,257,0.0,0.0,mwc,85.7,13.088,144.619,"merizo village, guam",united states of america
"m 6.7 - 31 km sw of copiapó, chile",6.7,2002-04-18 16:08:00,0,7,unknown,0,691,us,462,0.0,0.0,mwb,62.0,-27.535,-70.586,"copiapó, chile",chile
"m 6.8 - 27 km ssw of nuxco, mexico",6.8,2002-04-18 05:02:00,0,6,unknown,0,711,us,292,0.0,0.0,mwc,24.9,16.985,-100.865,"nuxco, mexico",unknown
"m 7.1 - 67 km ene of hualien city, taiwan",7.1,2002-03-31 06:52:00,0,6,unknown,0,776,us,550,0.0,0.0,mwc,32.8,24.279,122.179,"hualien city, taiwan",unknown
"m 6.5 - 107 km ne of calama, chile",6.5,2002-03-28 04:56:00,0,5,unknown,0,650,us,486,0.0,0.0,mwc,125.1,-21.663,-68.329,"calama, chile",chile
"m 7.5 - mindanao, philippines",7.5,2002-05-03 21:16:00,0,7,unknown,0,865,us,321,0.0,0.0,mwc,31.0,6.033,124.249,"mindanao, philippines",philippines
"m 7.4 - 51 km sw of jurm, afghanistan",7.4,2002-03-03 12:08:00,0,5,unknown,0,842,us,138,0.0,0.0,mwc,225.6,36.502,70.482,"jurm, afghanistan",afghanistan
"m 6.6 - 125 km e of kimbe, papua new guinea",6.6,2002-05-02 13:27:00,0,6,unknown,0,670,us,444,0.0,0.0,mwc,39.0,-5.345,151.248,"kimbe, papua new guinea",papua new guinea
"m 6.5 - 5 km ne of sultanda??, turkey",6.5,2002-03-02 07:11:00,0,7,unknown,0,650,us,482,0.0,0.0,mwc,5.0,38.573,31.271,"sultanda??, turkey",turkey
"m 6.7 - 11 km se of aitape, papua new guinea",6.7,2002-10-01 11:14:00,0,8,unknown,0,691,us,333,0.0,0.0,mwc,11.0,-3.212,142.427,"aitape, papua new guinea",papua new guinea
"m 6.6 - 33 km wnw of port-vila, vanuatu",6.6,2002-03-01 10:17:00,0,6,unknown,0,670,us,386,0.0,0.0,mwc,10.0,-17.664,168.004,"port-vila, vanuatu",vanuatu
"m 7.2 - 50 km wnw of port-vila, vanuatu",7.2,2002-02-01 17:22:00,0,6,unknown,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.856,"port-vila, vanuatu",vanuatu
"m 6.8 - 22 km wnw of malango, solomon islands",6.8,2001-12-23 22:52:00,0,7,unknown,0,711,us,385,0.0,0.0,mwc,16.0,-9.613,159.53,"malango, solomon islands",solomon islands
"m 6.8 - 62 km ssw of yonakuni, japan",6.8,2001-12-18 04:02:00,0,5,unknown,0,711,us,499,0.0,0.0,mwc,14.0,23.954,122.734,"yonakuni, japan",unknown
"m 6.5 - 3 km nw of hanamaki, japan",6.5,2001-02-12 13:01:00,0,5,unknown,0,650,us,605,0.0,0.0,mwc,123.8,39.402,141.089,"hanamaki, japan",japan
"m 7.8 - southern qinghai, china",7.8,2001-11-14 09:26:00,0,9,unknown,0,936,us,368,0.0,0.0,mwc,10.0,35.946,90.541,"southern qinghai, china",people's republic of china
"m 7.0 - 40 km s of kimbe, papua new guinea",7.0,2001-10-31 09:10:00,0,7,unknown,0,754,us,254,0.0,0.0,mwc,33.0,-5.912,150.196,"kimbe, papua new guinea",papua new guinea
"m 7.5 - 155 km e of kendari, indonesia",7.5,2001-10-19 03:28:00,0,6,unknown,0,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,"kendari, indonesia",indonesia
"m 7.0 - 69 km sse of inarajan village, guam",7.0,2001-12-10 15:02:00,0,6,unknown,0,754,us,482,0.0,0.0,mwc,37.0,12.686,144.98,"inarajan village, guam",unknown
"m 6.5 - 108 km wnw of manokwari, indonesia",6.5,2001-11-09 14:56:00,0,6,unknown,0,650,us,174,0.0,0.0,mwc,33.0,-0.578,133.13,"manokwari, indonesia",indonesia
"m 6.6 - 74 km s of kokhanok, alaska",6.6,2001-07-28 07:32:00,6,6,unknown,0,754,ak,0,0.0,0.0,mw,131.8,58.775,-154.701,"kokhanok, alaska",united states of america
"m 6.5 - 32 km wnw of skýros, greece",6.5,2001-07-26 00:21:00,0,8,unknown,0,650,us,483,0.0,0.0,mwc,10.0,39.059,24.244,"skýros, greece",greece
"m 7.6 - 51 km sw of punta de bombón, peru",7.6,2001-07-07 09:38:00,0,7,unknown,0,889,us,398,0.0,0.0,mwc,33.0,-17.543,-72.077,"punta de bombón, peru",peru
"m 6.6 - 31 km s of achanizo, peru",6.6,2001-05-07 13:53:00,0,7,unknown,0,670,us,324,0.0,0.0,mwc,62.0,-16.086,-73.987,"achanizo, peru",peru
"m 6.7 - 34 km wsw of pacocha, peru",6.7,2001-06-26 04:18:00,0,6,unknown,0,691,us,422,0.0,0.0,mwc,24.0,-17.745,-71.649,"pacocha, peru",peru
"m 8.4 - 6 km ssw of atico, peru",8.4,2001-06-23 20:33:00,0,8,unknown,0,1086,official,518,0.0,0.0,mww,33.0,-16.265,-73.641,"atico, peru",peru
"m 6.7 - 128 km sse of panguna, papua new guinea",6.7,2001-04-19 21:43:00,0,6,unknown,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.865,"panguna, papua new guinea",solomon islands
"m 6.8 - 16 km ssw of kure, japan",6.8,2001-03-24 06:27:00,0,7,unknown,0,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,"kure, japan",japan
"m 6.5 - 41 km ssw of ambon, indonesia",6.5,2001-03-19 05:52:00,0,6,unknown,0,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,"ambon, indonesia",indonesia
"m 6.8 - 7 km sse of longbranch, washington",6.8,2001-02-28 18:54:00,7,7,unknown,0,1441,uw,67,0.0,31.0,md,51.798,47.149,-122.727,"longbranch, washington",united states of america
"m 7.1 - 137 km wnw of ternate, indonesia",7.1,2001-02-24 07:23:00,0,7,unknown,0,776,us,426,0.0,0.0,mwc,35.0,1.271,126.249,"ternate, indonesia",indonesia
"m 7.4 - 102 km sse of bengkulu, indonesia",7.4,2001-02-13 19:28:00,0,6,unknown,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.562,"bengkulu, indonesia",indonesia
"m 6.6 - 5 km s of cojutepeque, el salvador",6.6,2001-02-13 14:22:00,0,8,unknown,0,670,us,273,0.0,0.0,mwc,10.0,13.671,-88.938,"cojutepeque, el salvador",el salvador
"m 7.7 - 17 km nw of bhach?u, india",7.7,2001-01-26 03:16:00,0,9,unknown,0,912,us,472,0.0,0.0,mwc,16.0,23.419,70.232,"bhach?u, india",india
"m 6.9 - 59 km wsw of bengkulu, indonesia",6.9,2001-01-16 13:25:00,0,6,unknown,0,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,"bengkulu, indonesia",indonesia
"m 7.7 - 28 km ssw of puerto el triunfo, el salvador",7.7,2001-01-13 17:33:00,0,8,unknown,0,912,us,427,0.0,0.0,mwc,60.0,13.049,-88.66,"puerto el triunfo, el salvador",unknown
"m 6.9 - 47 km s of old harbor, alaska",6.9,2001-10-01 16:02:00,5,7,unknown,0,745,ak,0,0.0,0.0,mw,36.4,56.7744,-153.281,"old harbor, alaska",unknown
"m 7.1 - 16 km ne of port-olry, vanuatu",7.1,2001-09-01 16:49:00,0,7,unknown,0,776,us,372,0.0,0.0,mwb,103.0,-14.928,167.17,"port-olry, vanuatu",vanuatu
"m 6.8 - mindanao, philippines",6.8,2001-01-01 08:54:00,0,5,unknown,0,711,us,64,0.0,0.0,mwc,33.0,6.631,126.899,"mindanao, philippines",unknown
"m 7.5 - 21 km se of lukatan, philippines",7.5,2001-01-01 06:57:00,0,7,unknown,0,865,us,324,0.0,0.0,mwc,33.0,6.898,126.579,"lukatan, philippines",philippines
"m 6.5 - 52 km ene of kokopo, papua new guinea",6.5,2000-06-12 22:57:00,0,7,unknown,0,650,us,401,0.0,0.0,mwc,31.0,-4.218,152.725,"kokopo, papua new guinea",papua new guinea
"m 7.0 - 37 km e of balkanabat, turkmenistan",7.0,2000-06-12 17:11:00,0,7,unknown,0,754,us,495,0.0,0.0,mwc,30.0,39.566,54.799,"balkanabat, turkmenistan",turkmenistan
"m 6.5 - 23 km sse of badamdar, azerbaijan",6.5,2000-11-25 18:10:00,0,6,unknown,0,650,us,268,0.0,0.0,mwc,33.0,40.167,49.954,"badamdar, azerbaijan",azerbaijan
"m 6.8 - 15 km sse of baku, azerbaijan",6.8,2000-11-25 18:09:00,0,6,unknown,0,711,us,446,0.0,0.0,mwc,50.4,40.245,49.946,"baku, azerbaijan",azerbaijan
"m 6.8 - 112 km ssw of kokopo, papua new guinea",6.8,2000-11-18 06:54:00,0,6,unknown,0,711,us,402,0.0,0.0,mwb,33.0,-5.228,151.771,"kokopo, papua new guinea",papua new guinea
"m 6.6 - 131 km se of kokopo, papua new guinea",6.6,2000-11-18 02:05:00,0,6,unknown,0,670,us,267,0.0,0.0,mwc,33.0,-5.097,153.181,"kokopo, papua new guinea",papua new guinea
"m 7.8 - 138 km ssw of kokopo, papua new guinea",7.8,2000-11-17 21:01:00,0,7,unknown,0,936,us,346,0.0,0.0,mwc,33.0,-5.496,151.781,"kokopo, papua new guinea",papua new guinea
"m 6.5 - 118 km ese of kokopo, papua new guinea",6.5,2000-11-16 07:45:00,0,6,unknown,0,650,us,71,0.0,0.0,mb,33.0,-4.827,153.226,"kokopo, papua new guinea",papua new guinea
"m 7.8 - 135 km se of kokopo, papua new guinea",7.8,2000-11-16 07:42:00,0,7,unknown,0,936,us,294,0.0,0.0,mwc,30.0,-5.233,153.102,"kokopo, papua new guinea",unknown
"m 8.0 - 24 km n of rabaul, papua new guinea",8.0,2000-11-16 04:54:00,0,7,unknown,0,985,us,254,0.0,0.0,mwc,33.0,-3.98,152.169,"rabaul, papua new guinea",papua new guinea
"m 6.5 - 10 km sw of juradó, colombia",6.5,2000-08-11 06:59:00,0,7,unknown,0,650,us,462,0.0,0.0,mwc,17.0,7.042,-77.829,"juradó, colombia",colombia
"m 7.0 - 191 km ese of kokopo, papua new guinea",7.0,2000-10-29 08:37:00,0,7,unknown,0,754,us,60,0.0,0.0,mwc,50.0,-4.766,153.945,"kokopo, papua new guinea",papua new guinea
"m 6.8 - 29 km sw of labuan, indonesia",6.8,2000-10-25 09:32:00,0,6,unknown,0,711,us,415,0.0,0.0,mwc,38.0,-6.549,105.63,"labuan, indonesia",indonesia
"m 6.7 - 8 km ese of matsue, japan",6.7,2000-06-10 04:30:00,0,8,unknown,0,691,us,390,0.0,0.0,mwc,10.0,35.456,133.134,"matsue, japan",japan
"m 7.0 - 29 km wnw of luganville, vanuatu",7.0,2000-04-10 16:58:00,0,7,unknown,0,754,us,357,0.0,0.0,mwc,23.0,-15.421,166.91,"luganville, vanuatu",vanuatu
"m 6.5 - 15 km w of nkove, tanzania",6.5,2000-02-10 02:25:00,0,6,unknown,0,650,us,415,0.0,0.0,mwb,34.0,-7.977,30.709,"nkove, tanzania",tanzania
"m 6.8 - 98 km wsw of ambon, indonesia",6.8,2000-08-28 15:05:00,0,6,unknown,0,711,us,336,0.0,0.0,mwc,16.0,-4.11,127.394,"ambon, indonesia",indonesia
