monsoonintensity,topographydrainage,rivermanagement,deforestation,urbanization,climatechange,damsquality,siltation,agriculturalpractices,encroachments,ineffectivedisasterpreparedness,drainagesystems,coastalvulnerability,landslides,watersheds,deterioratinginfrastructure,populationscore,wetlandloss,inadequateplanning,politicalfactors,floodprobability
0.7,0.6,0.3,0.5,0.5,0.4,0.6,0.6,0.6,0.4,0.9,0.5,0.3,1.0,0.4,0.5,0.0,0.4,0.8,0.7,0.625
0.3,0.4,0.7,0.7,0.3,0.5,0.2,0.7,0.3,0.3,0.2,0.5,0.5,0.4,0.6,0.7,0.7,0.3,0.7,0.6,0.428571428571428
0.7,1.0,0.1,0.4,0.7,0.6,0.6,0.5,0.5,0.6,0.8,0.5,0.6,1.0,0.3,0.6,0.4,0.4,0.9,0.6,0.821428571428571
0.5,0.3,0.6,0.7,0.4,0.6,0.5,0.4,0.6,0.2,0.4,0.5,0.5,0.5,0.6,0.1,0.6,0.4,0.1,0.6,0.339285714285714
1.0,0.3,0.7,0.3,0.6,0.1,0.6,0.5,0.5,0.6,0.3,1.0,0.5,0.2,0.3,0.5,0.3,0.4,0.9,0.4,0.5
0.8,0.2,1.0,0.9,0.5,1.0,0.4,0.5,0.5,0.5,0.4,0.2,0.5,0.6,0.9,1.0,0.6,0.6,0.4,0.6,0.875
0.3,0.8,0.2,0.5,1.0,0.4,0.5,0.2,0.9,0.4,0.3,0.5,0.3,0.9,0.5,0.5,0.8,0.0,0.6,0.6,0.535714285714285
0.2,0.4,0.9,0.6,0.6,0.4,0.6,0.7,0.2,0.7,0.7,0.9,0.5,0.3,0.1,0.8,0.3,0.1,0.4,0.2,0.428571428571428
0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.4,0.4,0.6,0.6,0.4,0.8,0.5,0.3,0.3,0.6,0.3,0.2,0.7,0.267857142857142
0.3,0.5,0.4,0.3,0.4,0.7,0.6,0.2,0.8,0.6,0.3,0.7,0.3,0.8,0.8,0.5,0.7,0.5,0.7,0.2,0.553571428571428
0.7,0.2,0.3,0.3,0.5,0.1,0.5,0.5,0.1,0.6,1.0,0.8,0.7,0.6,0.4,0.3,1.0,0.0,0.6,0.3,0.410714285714285
0.6,0.4,0.1,0.7,0.6,0.4,0.5,0.7,0.3,0.0,0.2,0.3,0.6,0.6,0.5,0.8,0.3,0.3,0.4,0.8,0.339285714285714
0.6,0.9,0.2,0.4,0.3,0.5,0.6,0.3,0.5,0.3,0.3,0.5,0.9,0.7,0.4,0.4,0.4,0.9,0.4,0.4,0.482142857142857
0.4,0.7,0.3,0.3,0.4,0.4,0.5,0.3,0.3,1.0,0.5,0.2,0.5,0.7,0.5,0.7,0.7,0.3,0.3,0.6,0.428571428571428
0.7,0.7,0.8,0.4,0.4,0.3,0.5,0.3,0.4,0.5,0.6,0.6,0.7,0.1,0.6,0.2,0.6,0.7,0.5,0.6,0.535714285714285
0.6,0.5,0.5,0.3,0.5,0.8,0.2,0.5,0.3,0.6,0.3,0.2,0.1,0.5,0.3,0.6,0.5,0.7,0.4,0.1,0.232142857142857
0.5,0.6,0.7,0.8,0.3,0.9,0.8,0.3,0.7,0.4,0.4,0.5,0.8,0.7,0.6,0.8,0.3,0.7,0.8,0.5,0.875
0.7,0.2,0.5,0.5,0.4,0.6,0.6,0.2,0.6,0.6,0.5,0.6,0.6,0.5,0.3,0.4,0.8,0.6,0.6,0.3,0.517857142857142
0.4,0.1,0.4,0.4,0.7,0.8,0.6,0.4,0.3,0.1,0.5,0.3,0.4,0.3,0.4,0.4,0.5,0.4,0.3,0.4,0.160714285714285
0.2,0.5,0.5,0.4,0.6,0.7,0.3,0.9,1.0,0.4,0.3,0.7,0.2,0.5,0.9,0.7,0.3,0.6,0.6,0.4,0.625
0.3,0.4,0.4,0.4,0.9,0.6,0.7,0.4,0.7,0.2,0.7,0.5,0.2,0.4,0.2,0.4,1.0,0.6,0.3,0.6,0.482142857142857
0.5,0.4,0.4,1.0,0.3,0.4,0.2,0.5,0.4,0.4,0.5,0.5,0.3,0.5,0.6,0.3,0.2,0.4,0.1,0.4,0.196428571428571
0.6,0.2,0.4,0.3,0.4,0.7,0.4,0.4,0.3,0.2,0.7,0.4,0.6,0.5,0.5,1.0,0.3,0.9,0.2,0.6,0.428571428571428
0.5,0.3,0.5,0.5,0.4,0.9,0.7,0.7,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.7,0.0,0.1,0.8,0.4,0.571428571428571
0.9,0.3,0.2,0.4,0.4,0.5,0.4,0.4,0.6,0.6,0.7,0.6,0.7,0.3,0.5,0.8,0.6,0.4,0.7,0.4,0.571428571428571
0.3,0.2,0.5,0.8,0.4,0.1,0.4,0.3,0.4,0.6,0.1,0.2,0.5,0.2,0.3,0.8,0.5,0.7,0.3,0.3,0.125
0.6,1.0,0.4,0.7,0.3,0.3,0.5,0.4,0.6,0.5,0.1,0.3,0.3,0.4,0.8,0.3,0.2,0.7,0.5,0.3,0.357142857142857
0.0,0.7,0.1,0.3,0.6,0.7,0.3,0.6,0.3,0.4,0.9,0.7,0.5,0.1,0.5,0.7,0.8,0.9,0.8,0.8,0.625
0.4,0.9,0.2,0.4,0.6,0.3,0.8,0.0,0.7,0.5,0.9,0.6,0.3,0.7,0.4,0.7,0.8,0.4,0.3,0.4,0.553571428571428
0.3,0.3,0.4,0.5,0.1,0.3,0.4,0.6,0.2,0.2,0.9,0.5,0.6,0.2,0.7,0.7,0.5,0.6,0.5,0.5,0.321428571428571
0.0,0.5,0.3,0.6,0.2,0.5,0.8,0.7,0.6,0.4,0.7,0.6,0.7,0.3,0.5,0.9,0.6,0.7,0.1,0.4,0.517857142857142
0.4,0.4,0.4,0.6,0.6,0.4,0.5,0.4,0.3,0.2,0.9,0.3,0.5,0.6,0.6,0.2,0.4,0.6,0.2,0.4,0.303571428571428
0.5,0.7,0.1,0.5,0.7,0.4,0.4,0.4,0.8,0.7,0.6,0.2,0.6,0.5,0.7,0.4,0.5,1.0,0.6,0.9,0.714285714285714
0.5,0.6,0.4,0.7,0.4,0.5,0.2,0.7,0.4,0.5,0.5,0.3,0.2,0.5,0.5,0.7,0.6,0.3,0.3,0.6,0.392857142857142
0.1,0.6,0.2,0.7,0.1,0.5,0.6,0.5,0.8,0.2,0.7,0.9,0.3,0.9,0.6,0.5,0.4,0.6,0.4,0.8,0.571428571428571
0.3,0.4,0.4,0.3,0.6,0.8,0.2,0.6,0.4,0.3,0.9,0.5,0.4,0.6,0.7,0.6,1.0,0.5,1.0,0.4,0.660714285714285
0.5,0.8,0.5,0.7,0.6,0.9,0.5,0.8,0.7,0.8,0.4,0.4,0.5,0.3,0.7,0.5,0.1,0.4,0.5,0.6,0.714285714285714
0.4,0.3,0.2,0.2,0.4,0.5,0.4,0.5,0.3,0.4,0.5,0.5,0.3,0.4,0.4,0.5,0.3,0.7,0.6,0.3,0.160714285714285
0.3,0.7,0.4,0.8,0.8,0.6,0.2,0.6,0.4,0.3,0.3,0.1,0.4,0.8,0.2,0.2,0.1,0.4,0.5,0.6,0.267857142857142
0.8,0.6,0.6,0.5,0.2,0.3,0.6,0.4,0.4,0.4,0.1,0.8,0.0,0.8,0.2,0.1,0.5,0.8,0.5,0.6,0.357142857142857
0.3,0.2,0.8,0.4,1.0,0.7,0.4,0.6,0.3,0.3,0.9,0.7,0.2,0.5,0.2,0.3,0.2,0.2,0.6,0.7,0.410714285714285
0.4,0.4,0.1,0.8,0.6,0.6,0.8,0.7,0.2,0.7,0.3,0.7,0.2,0.4,0.7,0.5,0.3,0.4,0.4,0.7,0.482142857142857
0.7,0.4,0.2,0.5,0.6,0.7,0.7,0.4,0.1,0.8,0.3,0.2,0.2,0.6,0.6,0.9,0.3,0.5,0.6,0.5,0.464285714285714
0.5,0.9,0.5,0.5,0.8,0.6,0.3,0.5,0.2,0.8,0.8,0.6,0.6,0.6,0.7,0.6,0.4,0.4,0.2,0.3,0.642857142857143
0.7,0.5,0.5,0.3,0.6,0.4,0.8,0.5,0.3,0.8,0.1,0.5,0.2,0.6,0.3,0.4,0.3,0.7,0.2,0.3,0.321428571428571
0.5,0.7,0.7,0.5,0.1,0.2,0.4,0.7,0.1,0.3,0.5,0.5,0.7,0.4,0.3,0.6,0.7,0.7,0.6,0.3,0.410714285714285
0.6,0.2,0.6,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.3,0.5,0.9,0.4,0.7,1.0,0.3,0.6,0.7,0.4,0.696428571428571
0.5,0.3,0.3,0.4,0.5,0.2,0.3,0.2,0.7,0.2,0.3,0.6,0.5,0.1,0.3,0.6,0.7,0.1,0.1,0.7,0.0714285714285714
0.5,0.3,0.5,0.6,0.6,0.6,0.2,1.0,0.3,0.1,0.3,0.7,0.6,0.6,0.6,0.4,0.5,0.4,0.6,0.2,0.428571428571428
0.4,0.5,0.3,0.6,0.5,0.2,0.8,0.8,0.8,0.8,0.5,0.5,0.7,0.8,0.8,0.5,0.6,0.5,0.7,0.1,0.75
0.2,0.7,0.9,0.6,0.6,0.3,0.4,0.6,0.7,0.5,0.9,0.4,0.5,0.8,0.5,0.9,0.1,0.5,0.8,0.5,0.75
0.6,0.9,0.2,0.7,0.6,0.4,0.1,0.4,0.9,0.7,0.7,0.4,0.7,0.5,0.3,0.8,0.2,0.1,0.3,0.5,0.5
0.8,0.3,0.3,1.0,0.6,0.4,0.4,0.4,0.4,0.1,0.3,0.3,0.3,0.4,0.6,0.6,0.7,0.3,0.2,0.3,0.267857142857142
0.6,0.3,0.6,0.5,0.6,0.7,0.9,0.3,0.5,0.4,0.7,0.8,0.5,0.6,0.4,0.9,0.4,0.8,0.6,0.6,0.803571428571428
0.8,0.3,0.5,0.9,0.6,0.7,0.8,0.3,0.4,0.2,0.7,0.1,0.5,0.7,0.3,0.4,0.6,0.5,0.3,0.7,0.553571428571428
0.6,0.7,0.2,0.7,0.3,0.7,0.3,0.6,0.3,0.5,1.0,0.1,0.4,0.4,0.4,0.5,0.3,0.6,0.2,0.6,0.392857142857142
0.3,0.4,0.5,0.2,0.6,0.7,0.4,0.6,0.4,0.5,0.6,0.5,0.6,0.7,0.6,0.1,0.5,0.6,0.7,0.7,0.535714285714285
0.2,0.2,0.6,0.6,0.2,0.7,0.3,0.3,0.5,0.1,0.1,0.5,0.6,0.3,0.9,0.1,0.2,0.4,0.5,0.5,0.107142857142857
0.6,0.7,0.4,0.9,0.6,0.1,1.0,1.0,0.5,0.5,0.8,0.5,0.5,0.6,0.2,0.7,0.2,0.5,0.4,0.7,0.75
0.6,0.3,0.7,0.2,0.6,0.3,0.5,0.8,0.6,0.7,0.6,0.5,0.6,0.3,0.3,0.5,0.6,0.6,0.7,0.5,0.589285714285714
0.5,0.1,0.6,0.3,0.5,0.3,0.4,0.8,0.5,0.6,0.8,0.1,0.1,0.2,0.4,0.7,0.5,0.8,0.3,0.6,0.339285714285714
0.9,0.8,0.2,0.1,0.9,0.2,0.4,0.6,0.4,0.6,0.5,0.2,0.4,0.2,0.2,0.7,0.4,0.6,0.2,0.5,0.321428571428571
0.2,0.6,0.6,0.4,0.5,0.4,0.3,0.5,0.8,0.1,0.4,0.4,0.4,0.6,0.2,0.3,0.3,0.3,0.5,0.2,0.142857142857143
0.6,0.6,0.5,0.6,0.0,0.7,0.7,0.3,0.8,0.3,0.5,0.3,0.4,0.9,0.6,0.6,0.3,0.2,0.4,0.4,0.446428571428571
1.0,0.6,0.3,0.3,0.6,0.6,0.7,0.3,0.7,0.8,0.6,0.3,0.4,0.4,0.5,0.8,0.8,0.2,0.6,0.6,0.696428571428571
0.4,0.1,0.4,0.1,0.6,0.5,0.5,0.4,0.5,0.5,0.5,0.7,0.2,0.2,0.6,0.7,0.3,0.6,0.1,0.4,0.196428571428571
0.5,0.3,0.4,0.7,0.6,0.3,0.3,0.6,0.6,0.3,0.3,0.4,0.6,0.5,0.3,0.5,0.3,0.8,0.4,0.6,0.375
0.5,0.9,0.5,0.6,0.4,0.5,0.3,0.5,0.3,0.8,0.3,0.1,0.5,1.0,0.6,0.5,0.5,0.3,0.5,0.5,0.517857142857142
0.6,0.9,0.5,0.4,0.2,0.8,0.5,0.5,0.3,0.4,0.6,0.4,0.0,0.1,0.1,0.4,0.4,0.4,0.3,0.2,0.142857142857143
0.5,0.5,0.5,0.3,0.6,0.5,0.3,0.9,0.2,0.6,0.8,0.4,0.2,0.3,0.4,0.1,0.6,0.4,0.5,0.2,0.285714285714285
0.7,0.1,0.3,0.3,0.7,0.3,0.6,0.3,0.7,0.6,0.8,0.6,0.2,0.3,0.5,0.5,0.4,0.7,0.4,0.1,0.339285714285714
0.7,0.3,0.7,0.4,0.5,0.2,0.3,0.4,0.4,0.6,0.8,0.6,0.6,0.5,0.5,0.8,0.7,0.6,0.5,0.3,0.571428571428571
0.6,0.7,0.6,0.6,0.4,0.5,0.5,0.7,0.4,0.3,0.5,0.4,0.5,0.2,0.5,0.5,0.2,0.7,0.6,0.3,0.446428571428571
0.6,0.5,0.4,0.2,0.5,0.4,0.0,0.5,0.5,0.2,0.5,0.8,0.8,0.2,0.3,0.2,0.3,0.7,0.2,0.6,0.214285714285714
0.5,0.5,0.4,0.9,0.7,0.5,0.2,0.9,0.7,0.5,0.7,0.1,0.5,0.0,0.1,0.5,0.4,0.5,0.2,0.3,0.339285714285714
0.7,0.7,0.5,0.5,0.5,0.5,0.8,0.3,0.2,0.5,0.4,0.4,0.6,0.4,0.7,0.5,0.5,0.8,0.5,0.4,0.571428571428571
0.7,0.3,0.0,0.4,0.3,0.4,0.6,0.8,0.9,0.5,0.2,0.7,0.5,0.2,0.7,0.7,0.3,0.6,0.5,0.2,0.410714285714285
0.7,0.4,0.6,0.4,0.6,0.5,0.4,0.5,0.4,0.7,0.4,0.5,0.6,0.4,0.5,0.4,1.0,0.4,0.2,0.7,0.553571428571428
0.4,0.6,0.3,0.5,0.4,0.4,0.7,0.4,0.2,0.4,0.7,0.6,0.2,0.3,0.9,0.7,0.2,0.7,0.9,0.7,0.535714285714285
0.5,0.3,0.2,0.3,0.6,0.4,0.4,0.7,0.7,0.4,0.1,0.8,0.2,0.6,1.0,0.6,0.7,0.7,0.3,0.4,0.482142857142857
0.4,0.4,0.5,0.4,0.6,0.6,0.9,0.4,0.3,0.3,0.6,0.4,0.3,0.6,0.7,0.7,0.4,0.6,0.3,0.3,0.446428571428571
0.6,0.6,0.5,0.6,0.5,0.7,0.2,0.2,0.3,0.6,0.8,0.5,0.2,0.4,0.3,0.3,0.6,0.8,0.6,0.6,0.482142857142857
0.7,0.7,0.6,0.4,0.1,0.8,0.5,0.3,1.0,0.7,0.6,0.4,0.2,0.1,0.3,0.5,0.6,0.8,0.4,0.4,0.517857142857142
0.4,0.8,0.8,0.2,0.3,0.3,0.6,0.4,0.5,0.3,0.8,0.6,0.4,0.4,0.7,0.3,0.8,0.1,0.6,0.6,0.482142857142857
0.5,0.6,0.7,0.8,0.3,0.9,0.3,0.5,0.6,0.5,0.4,0.4,0.5,0.4,0.3,0.4,0.7,0.4,0.3,0.8,0.553571428571428
0.5,0.1,0.3,0.6,0.4,0.6,0.3,0.5,0.5,0.6,0.7,0.4,0.4,0.5,0.3,0.3,1.0,0.8,0.4,0.3,0.410714285714285
0.8,0.3,0.3,0.3,0.8,0.5,0.8,0.5,0.5,0.6,0.9,0.9,0.3,0.6,0.6,0.2,0.5,0.4,0.7,0.4,0.660714285714285
0.5,0.2,0.2,0.4,0.3,0.8,0.5,0.4,0.6,0.8,0.7,0.1,0.8,0.4,0.5,0.7,0.4,0.9,0.4,0.6,0.535714285714285
0.4,0.2,0.6,0.2,0.5,0.3,0.5,0.5,0.5,0.3,0.2,0.2,0.4,0.7,0.5,0.4,0.5,0.8,0.4,0.8,0.303571428571428
0.7,0.2,0.4,0.0,0.5,0.6,0.4,0.9,0.8,0.4,0.3,0.9,0.2,0.4,0.8,0.3,0.6,0.4,0.8,0.8,0.571428571428571
0.3,0.3,0.6,0.5,0.4,0.4,0.5,0.7,0.6,0.6,0.5,0.8,0.5,0.7,0.7,0.4,0.4,0.6,0.4,0.8,0.625
0.7,0.2,0.3,0.5,0.9,0.7,0.4,0.8,0.6,0.8,0.5,0.3,0.6,0.5,0.4,0.3,0.3,0.5,0.1,0.3,0.446428571428571
0.6,0.6,0.4,0.4,0.3,0.6,0.5,0.3,0.3,0.3,1.0,0.7,0.6,0.4,0.7,0.7,0.7,0.4,0.8,0.7,0.678571428571428
0.4,0.3,0.5,0.8,0.3,0.4,0.4,0.4,0.1,0.4,0.7,0.3,0.3,0.6,0.6,0.2,0.8,0.3,0.5,0.3,0.25
0.0,0.3,0.5,0.8,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.5,0.2,0.2,0.7,0.3,0.4,0.3,0.7,0.3,0.25
0.4,0.7,0.6,0.5,0.7,0.3,0.2,0.6,0.4,0.2,0.5,0.4,0.5,0.6,0.6,0.2,0.4,0.4,0.2,0.3,0.267857142857142
0.7,0.7,0.2,0.8,0.4,0.8,0.4,0.5,0.4,0.4,0.1,0.1,0.5,0.5,0.6,0.9,0.9,0.4,0.7,0.9,0.660714285714285
0.6,0.3,0.3,0.4,0.6,0.5,0.5,0.1,0.7,0.8,0.3,0.7,0.1,0.2,0.5,0.2,0.3,0.8,0.0,0.5,0.214285714285714
0.4,0.5,0.2,0.3,0.3,0.7,0.3,0.4,0.4,0.7,0.2,0.3,0.4,0.3,0.3,0.4,0.5,0.2,0.6,0.5,0.125
0.2,0.1,0.5,0.5,0.6,0.4,0.7,0.6,0.4,0.5,0.7,0.2,0.1,0.6,0.3,0.4,0.2,0.6,0.3,0.4,0.196428571428571
0.6,0.4,0.3,0.6,0.4,0.5,0.5,0.6,0.8,0.1,0.2,0.2,0.4,0.4,0.5,0.7,0.3,0.7,0.6,0.6,0.392857142857142
0.7,0.5,0.4,0.2,0.6,0.4,0.5,0.7,0.5,0.5,0.7,0.4,0.6,0.5,0.7,0.5,0.3,0.1,0.6,0.5,0.482142857142857
0.5,0.3,0.7,0.2,0.7,0.2,0.6,0.5,0.6,0.6,0.6,0.2,0.4,0.5,0.2,0.3,0.4,0.8,0.8,0.2,0.375
0.6,0.2,0.3,0.7,0.4,0.4,0.5,0.4,0.7,0.3,0.6,0.6,0.8,0.5,0.6,0.6,0.6,0.5,1.0,0.1,0.571428571428571
0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.3,0.7,0.3,0.1,0.5,0.5,0.2,0.446428571428571
0.2,0.4,0.7,0.1,0.5,0.7,0.4,0.1,0.2,0.8,0.7,0.1,0.4,0.4,0.6,0.6,0.7,0.8,0.6,0.4,0.392857142857142
0.4,0.6,0.7,0.4,0.5,0.9,0.5,0.9,0.5,0.8,0.9,0.7,0.8,0.6,0.2,0.2,0.4,0.6,0.5,0.1,0.714285714285714
0.2,0.7,0.5,0.2,0.4,0.7,0.5,0.5,0.0,0.5,0.3,0.4,0.8,1.0,0.5,0.4,0.9,0.3,0.7,0.3,0.464285714285714
0.4,0.2,0.4,0.1,0.5,0.5,0.3,0.5,0.2,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.2,0.4,0.6,0.3,0.0714285714285714
0.9,0.6,1.0,0.3,0.6,0.6,0.6,0.5,0.4,0.6,0.5,0.2,0.8,0.7,0.5,0.8,0.6,0.8,0.9,0.7,0.964285714285714
0.4,0.7,0.1,0.2,0.4,0.5,0.9,0.2,0.6,0.3,0.4,0.7,0.3,0.2,0.7,0.5,0.5,0.3,0.4,0.4,0.267857142857142
0.6,0.4,0.4,0.4,0.5,0.6,0.7,0.3,0.6,0.3,0.5,0.9,0.4,0.4,0.1,0.9,0.4,0.6,0.3,0.3,0.428571428571428
0.5,0.1,1.0,0.3,0.3,0.3,0.7,0.2,0.3,0.9,0.7,0.3,0.1,0.3,0.4,0.7,0.3,0.2,0.3,0.4,0.196428571428571
0.3,0.6,0.6,0.3,0.2,0.6,0.4,0.9,0.7,0.5,0.4,0.5,0.4,0.5,0.7,0.5,0.5,0.2,0.8,0.5,0.517857142857142
0.9,0.8,0.8,0.5,0.5,0.1,0.5,0.8,0.6,0.6,0.4,0.8,0.3,0.7,0.5,1.0,0.5,0.9,0.4,0.6,0.892857142857142
0.4,0.2,0.4,0.4,0.4,0.2,0.7,0.4,0.2,0.4,0.7,0.5,0.9,0.8,0.1,0.5,0.8,0.4,0.8,0.7,0.482142857142857
0.9,0.6,0.3,0.2,0.5,0.3,0.4,0.3,0.4,0.3,0.4,0.5,0.3,0.7,0.2,0.8,0.4,0.2,0.7,0.6,0.321428571428571
0.3,1.0,0.3,0.4,0.8,0.3,0.5,0.8,0.5,0.3,0.4,0.4,0.1,0.4,0.4,0.3,0.6,0.5,0.4,0.3,0.321428571428571
0.7,1.0,0.2,0.7,0.6,0.5,0.1,0.8,0.3,0.6,0.3,0.2,0.6,0.4,0.2,0.4,0.5,0.1,0.5,0.6,0.375
0.4,0.6,0.4,0.9,0.3,0.6,0.3,0.0,0.7,0.7,0.4,0.6,0.6,0.3,0.4,0.5,0.2,0.4,0.2,0.2,0.267857142857142
0.4,0.0,0.6,0.1,0.7,0.3,0.6,0.7,0.3,0.4,0.3,0.1,0.4,0.4,0.5,0.8,0.3,0.6,0.5,0.7,0.267857142857142
0.4,0.3,0.4,0.5,0.7,0.3,0.3,0.7,0.6,0.7,0.8,0.3,0.1,0.3,0.5,0.2,0.2,0.4,0.5,0.2,0.214285714285714
0.2,0.4,0.9,0.3,0.7,0.5,0.4,0.9,0.7,0.6,0.2,0.4,0.7,0.8,0.7,0.8,0.4,0.4,0.5,0.8,0.732142857142856
0.4,0.0,0.4,0.2,0.8,0.6,0.5,0.3,0.7,0.4,0.4,0.3,0.5,0.5,0.3,0.5,0.3,0.2,0.1,0.5,0.125
0.3,0.3,0.4,0.5,0.1,0.5,0.2,0.4,0.6,0.4,0.3,0.8,0.5,0.2,0.3,0.4,0.7,0.3,0.5,0.4,0.160714285714285
0.2,0.4,0.7,0.6,0.5,0.3,0.4,0.7,0.1,0.6,0.6,0.6,0.1,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.303571428571428
0.4,0.1,0.4,0.4,0.4,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.2,0.4,0.3,0.4,0.6,0.6,0.5,0.3,0.267857142857142
0.7,0.4,0.6,0.4,0.6,0.6,0.6,0.5,0.7,0.3,0.7,0.6,0.7,0.4,0.4,0.6,0.5,0.5,0.7,0.4,0.660714285714285
0.8,1.0,0.8,0.4,0.5,0.3,0.0,0.5,0.2,0.4,0.8,0.3,0.6,0.3,0.7,0.2,0.5,0.4,0.6,0.6,0.482142857142857
0.3,0.2,0.3,0.5,0.7,0.4,1.0,0.5,0.5,0.7,0.5,0.7,0.4,0.4,0.6,0.3,1.0,0.4,0.5,0.6,0.589285714285714
0.2,0.4,0.5,0.7,0.4,0.7,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.1,0.8,0.4,0.6,0.5,0.4,0.6,0.303571428571428
0.6,0.5,0.3,0.2,0.5,0.3,0.3,0.4,0.7,0.3,0.7,0.5,0.9,0.5,0.7,0.7,0.5,0.2,0.2,0.9,0.482142857142857
0.2,0.7,0.4,0.4,0.7,0.5,0.5,0.3,0.4,0.6,0.5,0.1,0.4,0.4,0.8,0.4,0.6,0.2,0.6,0.5,0.357142857142857
0.7,0.2,0.2,0.4,0.1,0.6,0.5,0.3,0.4,0.7,0.1,0.6,0.7,0.4,0.5,0.5,0.7,0.3,0.8,0.4,0.339285714285714
0.5,0.2,0.5,0.7,0.8,0.6,0.5,0.5,0.3,0.2,0.3,0.8,0.3,0.6,0.3,0.5,0.8,0.6,0.5,0.7,0.535714285714285
0.7,0.5,0.2,0.7,1.0,0.7,0.8,0.7,0.5,0.4,0.2,0.6,0.5,0.2,0.2,0.6,0.2,0.4,0.5,0.6,0.535714285714285
0.8,0.6,0.4,0.5,0.4,0.3,0.4,0.8,0.6,0.5,0.5,0.7,0.3,0.5,0.3,0.5,0.4,0.1,0.4,0.4,0.392857142857142
0.1,0.6,0.8,0.5,0.6,0.8,0.9,0.3,0.5,0.3,0.4,0.4,0.5,0.6,0.4,0.3,0.4,0.8,0.3,0.7,0.535714285714285
0.5,0.4,0.4,0.3,0.8,0.3,0.6,0.7,0.5,0.8,0.3,0.6,0.1,0.3,0.5,0.7,0.8,0.6,0.7,0.7,0.607142857142857
0.2,0.5,0.4,1.0,0.5,1.0,0.8,0.6,0.7,0.3,0.5,0.3,0.5,0.3,0.6,0.4,0.8,0.4,0.8,0.3,0.660714285714285
0.8,0.8,0.7,0.4,0.5,0.3,0.3,0.8,0.3,0.8,0.8,0.2,0.4,0.4,0.4,0.3,0.4,0.7,0.7,0.5,0.589285714285714
0.5,0.8,0.3,0.1,0.0,0.9,0.4,0.4,0.3,0.6,0.3,0.4,0.8,0.3,0.6,0.8,0.4,0.2,0.3,0.2,0.25
0.1,0.4,0.2,0.7,0.8,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.7,0.3,0.5,0.2,0.9,0.2,0.392857142857142
0.8,0.4,0.5,0.7,0.3,0.8,0.4,0.5,0.2,0.6,0.6,0.5,0.6,0.4,0.5,0.6,0.5,0.5,0.5,0.6,0.589285714285714
0.5,0.9,0.9,0.5,0.5,0.7,0.5,0.6,1.0,0.2,0.9,0.6,0.3,0.6,0.6,0.7,0.5,0.3,0.6,0.5,0.839285714285714
0.3,0.8,0.5,0.3,0.6,0.5,0.6,0.3,0.7,0.0,0.4,0.7,0.5,0.8,0.6,0.3,0.3,0.4,0.4,0.8,0.464285714285714
0.4,0.2,0.8,0.7,0.9,0.7,1.0,0.4,0.4,0.6,0.4,0.2,0.5,0.7,0.4,0.3,0.4,0.4,0.1,0.4,0.482142857142857
0.7,0.3,0.9,0.4,0.9,0.5,0.9,0.3,0.7,0.6,0.8,0.6,0.5,0.4,0.3,0.4,0.2,0.3,0.4,0.6,0.625
0.6,0.6,0.8,0.8,0.8,0.2,0.8,0.4,0.6,0.7,0.4,0.3,0.2,0.8,0.8,0.2,0.5,0.5,0.2,0.6,0.642857142857143
0.0,0.5,1.0,0.8,0.1,0.7,0.3,0.5,0.7,0.7,0.7,0.4,0.5,0.4,0.4,0.3,0.6,0.3,0.3,0.6,0.464285714285714
0.3,0.7,0.4,0.3,0.4,0.3,0.7,0.7,0.7,0.8,0.2,0.7,0.6,0.5,0.7,0.5,0.5,0.6,0.8,0.5,0.660714285714285
0.3,0.7,0.7,0.4,0.7,0.9,0.8,0.4,0.1,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.7,0.2,0.571428571428571
0.5,0.6,0.8,0.7,0.8,0.5,0.7,0.5,0.9,0.4,0.2,0.1,0.5,1.0,0.4,0.8,0.5,0.5,0.5,0.2,0.696428571428571
0.3,0.2,0.2,0.3,0.6,0.5,0.3,0.7,0.8,0.5,0.0,0.3,0.2,0.5,0.4,0.4,0.7,0.8,0.6,0.7,0.321428571428571
0.4,0.8,0.3,0.4,0.4,0.3,0.6,0.4,0.3,0.3,0.7,0.6,0.6,0.2,0.9,0.5,0.5,0.1,0.7,0.7,0.446428571428571
0.5,0.4,0.6,0.3,0.3,0.4,0.4,0.3,0.7,0.2,0.7,0.8,0.4,0.2,0.3,0.3,0.6,0.3,0.5,0.4,0.25
0.4,0.6,0.4,0.5,0.5,0.4,0.8,0.6,0.1,0.9,0.4,0.4,0.6,0.4,0.8,0.6,0.7,0.5,0.4,0.8,0.642857142857143
0.1,0.2,0.5,0.6,0.6,0.3,0.6,0.4,0.2,0.5,0.7,0.7,0.3,0.6,0.5,0.9,0.3,0.4,0.9,0.7,0.5
